検索クエリ,関連度,検索時間差,検索時間差の標準誤差,重複UU,ログインUU,男性ログインUU,女性ログインUU,10代以下ログインUU,20代ログインUU,30代ログインUU,40代ログインUU,50代ログインUU,60代ログインUU,70代以上ログインUU
パート 扶養内,1.621,-1.813,30.06,28,49977,9185,37727,112,1005,7943,18380,16367,4133,696
コープ共済 子供,1.621,-21.834,29.085,19,33915,4770,27741,91,1448,13699,14612,2982,445,171
ホウセンカの花,1.621,-50.642,26.953,18,32114,8042,22044,88,243,6603,14683,4717,3014,1671
みまもりgps,1.621,8.11,30.465,13,23205,8162,14078,38,306,6076,10635,3620,1515,646
療育手帳 判定基準,1.621,-9.181,43.537,13,23185,4750,17299,51,749,5773,9138,4579,1925,468
ひめちゃんとおうくん,1.62,-78.421,35.187,22,39281,8827,28075,536,1084,13783,18610,2556,922,483
いじめ,1.62,-38.163,45.946,16,28588,11076,14813,1289,2891,4937,9801,5609,1812,704
約数とは,1.62,-1.054,31.88,11,19648,6848,10887,1236,1072,3076,9127,2659,770,470
ih 焦げ 落とし方,1.62,-26.752,42.737,10,17858,4777,12364,81,1771,6551,6630,1915,400,224
鳥インフルエンザ 人間 感染,1.619,24.436,23.349,13,23250,8234,13648,406,2098,5853,7319,4398,1864,660
コロコロコミック,1.618,-4.999,29.054,31,55503,27848,24775,771,3921,14751,25443,6976,1589,726
目やに 子供,1.618,54.19,33.229,11,19678,3647,15287,19,1098,11727,5467,489,462,130
お弁当 詰め方,1.616,3.298,27.567,18,32285,4044,26242,210,1787,6536,13819,7048,1578,370
sapix,1.616,0.002,17.596,15,26910,10625,15208,302,1413,5546,13236,4475,1028,537
シャープペン 人気,1.616,80.674,47.467,13,23304,8010,13163,1405,1123,2920,10192,4737,1064,514
墨汁 落とし方,1.615,-13.795,36.929,22,39502,7869,29735,238,414,7996,22588,5726,1150,621
数学検定,1.615,10.608,33.071,19,34095,13123,18953,840,1398,3853,16383,8361,1638,709
ディズニー 入場制限,1.614,-142.447,27.932,15,26960,8635,17243,298,3482,9976,9955,2290,409,142
肉じゃが めんつゆ,1.614,5.299,30.009,11,19762,4428,14223,56,1497,4974,6327,4045,1591,787
右 英語,1.613,-113.242,42.687,12,21593,7854,12365,394,1591,3898,7115,5516,1641,680
ニカ ワンピース,1.613,-65.247,53.616,10,17986,11922,5282,189,2527,6988,5513,1978,308,111
マリオ 映画 2023,1.612,146.954,27.151,21,37824,10223,25756,206,1706,12056,17658,3669,1234,472
潮干狩り 2023 愛知,1.612,62.256,15.029,11,19796,10052,8926,64,533,4211,8000,4105,1883,566
クイズ 子供向け,1.611,-9.958,40.53,15,27033,11180,14196,393,1145,7000,12824,3024,1120,609
昼御飯 簡単メニュー,1.61,-2.967,27.903,20,36069,7835,25687,529,2121,7262,13925,7660,2431,873
福袋 2023 ミスタードーナツ,1.61,6.29,29.094,15,27061,8636,17218,219,1261,5744,10546,6506,1952,364
usj 開園時間,1.61,24.51,53.968,10,18044,6793,10493,231,2618,5574,7210,1714,343,104
ラウンドワン 料金,1.609,18.033,16.872,79,142722,48114,82073,10243,17690,28269,57185,17438,3139,1428
ナップサック,1.609,-41.307,31.86,20,36129,10555,23471,544,1840,8213,15897,5444,2067,1110
スマブラ キャラランク,1.609,13.661,38.537,14,25277,19574,3417,1521,6668,7876,5959,1378,297,128
部屋 コーディネート,1.608,29.438,43.631,14,25307,7920,15913,332,3101,6072,8282,5342,1215,304
ベネッセ,1.607,8.866,15.93,73,132031,46127,79116,1956,4490,22567,50652,31268,12504,5590
夕ご飯レシピ人気,1.607,15.243,42.73,10,18088,5077,11821,77,752,3038,7675,4433,1166,371
バイク 免許,1.605,100.978,33.684,16,29013,16918,10422,1031,4586,5501,8395,6507,1544,564
旦那が嫌いで仕方ない 40代,1.605,-29.996,34.436,15,27196,2819,22788,103,64,1802,21889,2393,175,151
釣り堀,1.605,-74.062,27.285,15,27194,16360,9429,228,2059,5798,10274,5052,2031,990
子供 コロナ 症状,1.604,-87.008,17.27,58,105313,23086,77028,223,2450,41900,47746,6613,2880,1287
アップライトピアノ,1.604,17.251,39.746,17,30865,10222,19082,327,2222,9202,11088,4378,2123,854
ポケモン 映画 2022,1.604,-158.052,30.897,13,23587,7809,14643,316,4120,8614,7981,1646,324,141
キングダム 王騎,1.604,25.71,46.997,10,18149,7749,9533,215,2354,5352,6163,2992,565,122
お年玉,1.604,121.906,28.342,10,18144,7937,9309,179,1082,4150,5418,3181,2047,1653
ピアノ発表会,1.604,-76.767,39.05,10,18142,2692,14394,110,161,3148,9996,2789,1026,452
児童手当,1.603,16.327,12.942,125,227055,84569,133114,636,12556,85344,88705,24234,8163,3694
新ニーサ わかりやすく,1.603,52.999,31.625,13,23626,12887,9895,32,1386,5688,7871,5519,2258,542
分数の足し算,1.603,17.567,36.547,13,23621,8808,13061,538,1383,5055,9652,3763,1530,640
ぷにぷに 隠しステージ 解放,1.602,-181.226,30.994,17,30907,14923,11783,3085,1155,3244,14851,4672,481,288
アルプス一万尺,1.602,-35.056,40.552,13,23634,8137,14280,267,1368,6556,9362,3009,1756,718
蓄電池 家庭用 おすすめ,1.602,95.193,49.015,12,21811,12732,8199,31,248,2855,7287,6475,3247,1281
ウィゴー,1.601,3.027,23.748,33,60075,11111,42951,4357,5493,8035,26355,10828,1204,439
キャベツ ツナ レシピ,1.601,-0.826,29.709,12,21850,3035,17750,31,750,5811,8722,4770,1130,235
英検,1.6,3.273,12.325,129,234954,71518,146775,12940,8702,18327,109479,63706,8835,4996
子宮筋腫 手術費用,1.6,-5.087,50.969,10,18220,2649,14595,38,589,3421,8794,4136,537,294
卒業式 スーツ 母,1.598,142.092,20.425,30,54783,6493,45005,257,256,5103,31802,14776,861,337
ゴールデンウィーク 2023 穴場,1.598,141.509,26.926,17,31030,10155,19241,228,1508,5402,11228,8493,2902,472
ニキビ 皮膚科,1.598,15.534,20.752,11,20075,3628,15254,453,4700,3598,6550,3693,476,124
スプラトゥーン3 前夜祭,1.597,-136.683,14.657,45,82250,37051,39585,3210,8084,20920,36823,8709,940,450
visa secure,1.597,-26.074,31.816,12,21932,10686,10509,96,3873,6260,6444,3520,1089,452
英和辞典,1.597,56.882,44.956,11,20102,9133,9658,974,1944,2669,6082,3803,2349,1562
洗濯機 排水溝 掃除,1.596,-64.419,35.033,20,36572,9225,25597,75,1923,10706,13460,7043,2030,639
スイッチ カラオケ,1.595,-5.166,29.623,11,20149,8141,11194,266,1410,6196,8838,2416,469,179
ふるさと納税 住宅ローン控除,1.594,14.888,24.215,16,29331,15250,13302,41,902,13866,11297,2401,441,172
ユニクロ コーデ,1.594,-85.454,53.51,12,21988,3847,16498,161,926,4725,8385,5728,974,284
march,1.594,0.977,47.576,11,20160,10989,7817,1252,2234,3070,6128,4581,1445,754
キッズ携帯,1.593,-22.675,19.553,58,106378,35723,65675,456,1458,30356,56072,11744,3034,1397
県民共済 こども,1.593,-10.31,33.531,21,38543,6894,29897,108,1457,12994,18447,3865,730,284
裁縫セット 小学校,1.593,78.33,36.041,15,27529,3467,22546,173,715,6854,16500,2266,257,194
前髪 伸ばしかけ,1.593,-22.938,36.909,15,27520,1466,24132,604,4740,8287,8540,3921,451,113
灘中学,1.593,-6.469,24.495,10,18353,6346,10962,250,541,2355,9359,3726,1009,599
突き指 治し方,1.592,6.23,37.469,20,36731,11894,22462,960,1921,7029,16431,6750,1713,671
ポケモン 攻略,1.592,-59.633,25.162,11,20211,12585,6816,245,4109,11560,2786,701,360,110
鉛筆の持ち方,1.591,-46.126,39.633,10,18393,4782,12563,293,881,4765,7954,2608,991,426
国立大学 偏差値ランキング,1.59,38.497,20.98,35,64407,27046,33283,1225,1857,4615,25520,22581,4152,2362
漫画 おすすめ,1.589,-9.056,27.111,26,47894,26980,18082,1034,6818,13767,15904,6886,1498,524
正社員求人,1.587,-67.171,43.433,13,23987,6034,16639,142,3743,5745,8207,4718,735,161
からぴち,1.587,-32.996,48.374,11,20303,5864,12119,1312,577,3117,10210,2476,490,508
節約レシピ 人気 一週間,1.586,46.201,42.248,15,27729,2657,23328,106,1259,6020,11731,6156,1299,352
児童扶養手当 支給日,1.586,-48.858,49.294,11,20321,2031,17298,74,1485,7289,8484,2074,352,191
ひらパー プール,1.586,-18.048,43.442,10,18472,5847,11573,335,1536,5593,8212,1778,384,133
蓄電池,1.585,23.049,38.489,20,36981,24594,11078,95,1269,6581,12513,9642,4353,1935
10月からのパートの働き方,1.585,-72.66,33.081,10,18502,2685,14730,56,272,2570,6882,6240,1779,202
リップスティック ボード,1.585,-95.198,49.499,10,18497,6238,11422,114,178,5824,9063,1803,803,328
なっぷ キャンプ,1.584,-44.756,31.425,12,22217,12107,9441,43,568,4826,11175,4436,759,142
鼻血の止め方,1.583,-26.26,29.854,27,50047,15562,31367,943,3223,11026,18947,9007,3569,1700
住宅ローン おすすめ,1.583,-30.729,32.824,17,31505,18576,11805,32,2286,13011,10780,3511,1013,375
歌謡祭 2022,1.582,-61.161,49.773,10,18549,3819,13477,414,1078,3375,7180,4552,999,286
子供手当 支給額,1.581,2.413,24.396,35,64988,31041,31188,161,2414,21384,26385,7978,3669,1701
大学 偏差値 2023ランキング,1.581,88.856,23.331,27,50120,25779,21248,1236,1464,3586,16897,18202,4864,2285
しまじろう きねん,1.581,-14.76,38.638,10,18563,2858,15134,20,369,9186,7943,487,206,160
生チョコ,1.58,72.541,41.676,11,20442,3846,15047,979,4976,6099,4655,2138,582,259
ロフトベッド,1.579,-15.05,37.598,26,48382,17310,28664,620,2987,11236,21198,9006,1805,579
島村楽器 オンライン,1.579,-51.036,42.783,12,22326,11578,9720,383,1172,2831,7102,6038,3220,1123
ドラクエウォーク ふくびき,1.579,-116.215,35.488,12,22324,16625,4995,90,542,4457,12118,4052,584,149
数秘術占い 無料 2022,1.579,-50.612,50.509,10,18613,2043,15772,19,682,3609,6809,5743,1284,183
金沢大学 偏差値,1.578,1.415,33.001,13,24226,9836,12315,1286,1806,1839,8161,7786,1487,694
英語 勉強法,1.577,-25.562,21.785,32,59677,21654,33854,2292,5824,11063,20683,12538,3506,1543
子供 マイナポイント 受け取り,1.577,-63.01,24.425,23,42866,16480,25273,84,1285,16752,19967,3743,469,231
焼肉きんぐ クーポン 15%,1.577,56.457,28.382,16,29834,14065,14570,291,1123,5480,11208,7831,2622,797
ハムスター 飼い方,1.577,0.117,39.491,10,18653,6042,11573,184,1682,5099,7555,2595,745,298
学研,1.576,-20.77,25.402,28,52281,17770,32026,327,1804,11776,20275,9673,5197,2198
税金,1.576,-13.795,21.719,22,41055,21786,16693,796,3237,6840,11347,9520,5377,2406
入学式,1.576,93.168,31.788,15,27984,8181,18286,423,1094,7640,11124,4608,1635,812
目の下 腫れ,1.575,-99.707,50.054,10,18687,5713,11962,190,1552,4363,6184,4153,1389,374
変動金利 今後,1.574,21.959,31.676,18,33649,21127,11282,44,1143,11853,13234,5234,1274,379
保育料 無償化 3歳,1.574,-3.668,39.43,10,18705,5821,12190,21,1142,9846,4945,1302,965,196
地球グミ 売ってる場所,1.573,-193.489,28.394,17,31825,8923,21138,396,1295,8228,14460,4300,1652,626
ぐりんぱ,1.573,-33.176,29.824,16,29943,11560,17175,176,1144,10017,13374,3122,1139,424
ニーサ おすすめ,1.573,-19.017,22.027,11,20582,9909,9725,25,489,3170,7162,6427,2433,476
絵の具 服 落とし方,1.572,-32.554,34.53,16,29994,3892,24818,124,601,10848,14691,2414,556,279
西武園ゆうえんち チケット,1.572,-83.106,43.965,10,18736,4462,13315,387,2365,3398,6646,3504,1567,422
七田式,1.571,-11.867,43.497,13,24381,4854,18575,80,836,9944,8791,2634,1379,395
任天堂オンラインショップ,1.571,-41.305,56.467,10,18766,5007,13040,251,2169,5247,7845,2518,324,161
時事問題,1.57,8.038,25.271,14,26299,10624,13010,2444,3031,3424,9501,4921,918,474
gps 子供,1.569,-42.63,37.716,27,50733,11383,37364,107,719,18497,25303,3841,1009,646
金利 今後の見通し,1.568,8.169,48.721,11,20690,12713,7154,24,685,4752,6319,5179,2553,788
コロナ 洗濯 一緒,1.567,26.547,42.58,14,26360,6563,18500,94,1181,5573,10785,6646,1324,223
外壁塗装 費用,1.567,-76.768,39.7,13,24476,13052,10289,49,418,3111,8456,7838,3050,1011
ソフトバンク ワイモバイル 乗り換え,1.567,35.704,47.0,12,22602,10555,11673,77,1928,6866,8260,4142,977,256
飛鳥未来高校,1.566,11.064,35.423,17,32056,10770,18616,2258,2804,4201,11741,7510,1471,566
三角形の面積の求め方,1.566,65.119,42.337,11,20738,8793,10305,945,1225,3246,8652,3571,1248,825
すずめの戸締まり いつまで,1.566,66.343,39.849,11,20727,5742,12364,2783,4135,3250,5614,2404,587,244
東進衛星予備校,1.565,-0.002,25.365,25,47173,14411,29216,2149,1092,1871,21822,16571,1320,587
原宿 子供が喜ぶお店,1.564,22.965,26.154,19,35873,6433,27892,97,334,10292,20733,3010,554,286
チョコバナナ 作り方,1.563,-27.468,39.719,16,30260,6627,21933,373,2086,10406,12105,3133,1036,338
青少年科学館,1.563,-98.586,46.769,13,24582,7853,15522,326,1746,7962,10249,2179,1115,452
コストコ ピザ,1.562,-10.926,37.161,20,37849,10726,25602,250,3431,13384,13711,5033,1116,355
漢検 合格発表,1.562,-44.442,31.359,10,18923,4149,13120,1267,506,1776,9539,4133,458,319
ラウンドワン カラオケ,1.561,2.089,48.708,11,20840,5230,13754,1864,4394,4762,5867,2274,457,187
ドラクエウォーク 特級職,1.56,-66.1,38.711,10,18957,15650,2741,39,580,3890,9627,3836,600,115
スイッチ 本体,1.559,-40.875,29.117,20,37956,18318,17790,336,3068,8840,15343,6821,1975,685
鼻血止める方法,1.559,32.59,38.635,13,24681,9462,13364,611,1313,3861,8710,5037,2598,1472
キッズユーエスランド,1.559,-38.926,24.226,12,22774,6548,15441,59,1288,11904,7130,1104,779,182
英検 日程,1.558,3.168,12.963,132,250960,61532,171882,10412,7820,14071,124162,74688,7978,3488
スキー,1.558,21.743,26.717,17,32312,16932,13676,613,2390,4692,10690,7584,3576,1849
バドミントン ラケット,1.558,56.435,38.458,16,30393,14085,14347,1031,1912,4630,12851,6346,1728,812
ecc,1.558,-23.132,33.063,13,24714,7264,16193,313,1134,4984,10288,4949,1723,816
ドコモカード,1.558,20.726,44.442,12,22800,11650,10018,27,555,1832,6613,7573,3735,1934
ニチイケアセンター,1.558,14.349,54.638,11,20904,7875,11875,47,718,2064,4693,6872,4476,1395
ルービックキューブ 2×2,1.557,-57.581,28.263,13,24734,12082,11428,385,916,7940,10890,2554,997,441
夜間救急,1.557,-76.57,29.654,13,24732,6546,17051,104,1778,7713,9122,4149,1042,341
こたつ おしゃれ,1.557,23.555,37.44,13,24731,6078,17395,84,1652,6144,9795,4962,1155,420
ハンカチ,1.557,14.203,55.3,10,19029,5037,12935,349,1988,4170,5577,3967,1833,679
サラスパ レシピ,1.556,-22.545,50.182,14,26660,5778,19325,74,838,5107,12004,6030,1391,435
足首 捻挫,1.556,-35.512,54.544,10,19047,7401,10513,363,1124,3300,6471,4629,1762,746
漢字検定,1.555,7.053,20.019,49,93379,30847,57398,1536,3572,13006,44426,18873,5985,3687
バスケットゴール,1.554,33.406,33.731,18,34341,17135,15275,449,757,7317,16970,4715,2070,986
鼻づまり,1.554,22.342,23.388,14,26712,9564,15507,456,2966,7231,8367,4550,1740,645
ユニモちはら台 映画,1.554,-121.341,30.069,10,19084,7852,10164,270,1227,3182,6152,5104,2039,524
漢検,1.553,28.067,32.684,30,57303,16794,36414,2511,3505,8198,25303,11661,2687,1382
分数の掛け算,1.553,-95.567,45.168,17,32481,11454,18871,685,1723,5744,13942,6208,2057,917
ボーイズリーグ,1.553,-0.847,48.351,10,19089,13306,4677,208,283,1547,9014,5794,1101,441
看護師 年収,1.552,-36.653,20.521,28,53505,22076,27446,2561,8905,11071,15764,9266,2667,1233
学童保育,1.552,-31.909,44.815,11,21028,5891,14066,113,1174,5994,7159,3275,2061,793
教育ローン,1.551,1.549,29.571,27,51683,22724,26636,330,1311,3995,25809,17218,1511,528
駿台,1.551,30.185,18.379,19,36351,16721,16774,2815,2258,2378,11421,13273,2083,763
熱中症 発熱,1.551,-164.676,26.254,13,24882,7492,16231,167,1980,6701,9263,4535,1309,417
扶養から外れる 年収 得,1.551,36.238,31.36,12,22975,3585,18188,79,567,3536,10383,6905,805,193
テレビアンテナ工事 費用,1.551,-114.288,37.305,10,19139,10897,7546,19,558,4045,5799,4976,2317,1088
男性 髪型,1.551,-20.11,44.114,10,19130,9380,8303,561,2864,4729,5579,3143,975,437
入学祝い お返し,1.55,66.167,23.73,32,61275,13487,44528,235,512,14087,31563,11045,1670,840
乳歯 生え変わり,1.55,-11.548,39.752,13,24902,5839,17851,70,562,8704,11585,1829,1068,522
クリスマス ディナー,1.55,87.652,28.37,10,19154,8638,9763,112,5094,7017,4396,1787,319,165
子供のマイナポイント 受け取り,1.549,44.837,23.091,32,61345,21981,37226,144,1767,15763,30268,10563,1474,586
地震保険料控除,1.549,72.5,32.045,11,21088,11463,8827,32,1122,5573,6285,4674,2343,741
フィラ スニーカー,1.549,50.69,42.468,10,19178,4719,13331,324,2311,4276,6293,4116,1051,293
辻ちゃん,1.549,-63.115,54.064,10,19167,3575,14447,161,1855,6749,5814,3142,795,169
ボーイスカウト,1.548,-45.578,38.003,16,30704,13332,15761,388,2432,6915,11236,5173,2609,1208
ミスド 福袋,1.547,23.949,25.931,20,38418,8031,29231,201,4358,17545,11765,3208,813,307
ジュニアnisa いつまで,1.547,-39.113,33.89,17,32664,12768,18863,74,1163,12379,13070,4333,966,390
ドッチボール,1.546,13.801,46.808,13,25004,9572,13719,510,1232,4995,11224,3887,1521,665
ピアノ発表会 ドレス,1.544,-7.534,42.887,12,23133,2302,19343,149,127,4754,13499,2694,804,470
面積の求め方,1.544,32.776,29.192,10,19278,9806,8341,293,1055,4042,6965,3789,1662,810
平均年収,1.542,-47.126,22.076,38,73342,48589,20867,1468,10044,17605,23951,13477,3644,1206
スイッチライト,1.542,-35.662,24.421,35,67616,31411,32405,1265,6988,21249,26351,7611,1739,615
コロナ うつす期間,1.542,-52.635,30.516,15,28970,8314,19371,195,3190,8223,11412,4442,839,195
